hotel_name,location,country,description,amenities,rating,contact,website_url,source_url,latitude,longitude
Jardin Lorna,Malindi,Kenya,"Jardin Lorna is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6793044110,-3.2005588,40.1128561
Swordfish Villas,Malindi,Kenya,"Swordfish Villas is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223014,-3.2559974,40.1283741
Billionaire Resort,Malindi,Kenya,"Billionaire Resort is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223015,-3.2560481,40.1314274
Leopard Point Luxury,Malindi,Kenya,"Leopard Point Luxury is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223018,-3.2670504,40.1279904
Malaika Beach,Malindi,Kenya,"Malaika Beach is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223024,-3.3003072,40.1042454
Eden Village,Malindi,Kenya,"Eden Village is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223026,-3.3172414,40.0797131
The One,Malindi,Kenya,"The One is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6799223027,-3.3196823,40.0733739
Malindi Breeze Point,Malindi,Kenya,"Malindi Breeze Point is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8088316972,-3.2197816,40.1160477
Angel's Bay,Malindi,Kenya,"Angel's Bay is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8100946262,-3.0894859,40.1535081
Karibuni Villas,Malindi,Kenya,"Karibuni Villas is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8100946264,-3.1111112,40.1568979
Malindi Vila,Malindi,Kenya,"Malindi Vila is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8409191478,-3.1968669,40.105124
Premier Guest House,Malindi,Kenya,"Premier Guest House is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/10210390517,-3.2109458,40.1138976
Doris hus,Malindi,Kenya,"Doris hus is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/11768804574,-3.2467121,40.0921442
Lion On The Sand,Malindi,Kenya,"Lion On The Sand is an accommodation option in Malindi, Kenya.",Not listed,5,,,https://www.openstreetmap.org/way/1086759374,-3.2602218,40.1288516
Stephanie Sea House,Malindi,Kenya,"Stephanie Sea House is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1086759378,-3.2590667,40.1300395
Marine Holiday House,Malindi,Kenya,"Marine Holiday House is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1086760926,-3.2549778,40.1268636
Olimpia Club Malindi,Malindi,Kenya,"Olimpia Club Malindi is an accommodation option in Malindi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/way/1086763017,-3.2478383,40.1244337
Mtoni Marine Hotel,Zanzibar,Tanzania,"Mtoni Marine Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/31571560,-6.1372286,39.2128083
Hotel Marine,Zanzibar,Tanzania,"Hotel Marine is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/31571651,-6.157137,39.1938219
Garden Lodge,Zanzibar,Tanzania,"Garden Lodge is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/273240126,-6.1665525,39.1901965
Jambo,Zanzibar,Tanzania,"Jambo is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/273240147,-6.1642166,39.1913029
Manche Lodge,Zanzibar,Tanzania,"Manche Lodge is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/273240154,-6.1647181,39.1903944
The Haven,Zanzibar,Tanzania,"The Haven is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/273240155,-6.165041,39.1901811
Asmini Palace,Zanzibar,Tanzania,"Asmini Palace is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 774 276464,https://www.asminipalace.com/,https://www.openstreetmap.org/node/274949579,-6.1600639,39.1917119
Annex of Abdalla,Zanzibar,Tanzania,"Annex of Abdalla is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/274949784,-6.1633356,39.1904594
Zanzibar Serena Inn,Zanzibar,Tanzania,"Zanzibar Serena Inn is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 242 233051,https://www.serenahotels.com/serenazanzibar/default-en.html,https://www.openstreetmap.org/node/274949862,-6.1634411,39.1859868
Kiponda B&B,Zanzibar,Tanzania,"Kiponda B&B is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/274949895,-6.1599677,39.1915176
Clove Hotel,Zanzibar,Tanzania,"Clove Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 776 782001,http://www.clovehotel.com,https://www.openstreetmap.org/node/817920337,-6.1609439,39.1905373
Zenji Hotel,Zanzibar,Tanzania,"Zenji Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/957708094,-6.1576994,39.1942714
Dhow Palace Hotel,Zanzibar,Tanzania,"Dhow Palace Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,http://dhowpalace-hotel.com/,https://www.openstreetmap.org/node/1372275692,-6.1641166,39.187577
Al Johari,Zanzibar,Tanzania,"Al Johari is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/1962415863,-6.1638034,39.1870417
Mbweni Ruins Hotel,Zanzibar,Tanzania,"Mbweni Ruins Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255778242424,https://beach-resort-zanzibar.com/,https://www.openstreetmap.org/node/1962748859,-6.2093232,39.2016599
Karibu Inn,Zanzibar,Tanzania,"Karibu Inn is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 24 223 3058,,https://www.openstreetmap.org/node/2037790205,-6.1619009,39.1880869
Mnazi house,Zanzibar,Tanzania,"Mnazi house is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2080310070,-6.167368,39.1940447
1001 Nights / ألف ليلة وليلة,Zanzibar,Tanzania,"1001 Nights / ألف ليلة وليلة is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2180796203,-6.1578024,39.1945489
Zanzibar Hotel,Zanzibar,Tanzania,"Zanzibar Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2523222230,-6.1645206,39.1882281
Chavda Hotel,Zanzibar,Tanzania,"Chavda Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2523224641,-6.1636486,39.1883167
Shangani Hotel,Zanzibar,Tanzania,"Shangani Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/2523228404,-6.1631337,39.18762
Coco De Mer,Zanzibar,Tanzania,"Coco De Mer is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 657 379212,https://www.facebook.com/pages/Coco-De-Mer-Hotel-Zanzibar,https://www.openstreetmap.org/node/2555661486,-6.1620507,39.1881334
Sea Cliff Resort & Spa,Zanzibar,Tanzania,"Sea Cliff Resort & Spa is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,http://www.seacliffzanzibar.com,https://www.openstreetmap.org/node/2615308078,-6.0361899,39.2051921
Shaba Boutique Hotel,Zanzibar,Tanzania,"Shaba Boutique Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,https://www.hotelzanzibar.com/shaba-boutique-hotel/,https://www.openstreetmap.org/node/3225290862,-6.1612557,39.1927859
Zanzibar Ocean View,Zanzibar,Tanzania,"Zanzibar Ocean View is an accommodation option in Zanzibar, Tanzania.",wheelchair,Not listed,,https://www.oceangrouphotel.com/zanzibar-ocean-view.php,https://www.openstreetmap.org/node/3226087761,-6.1812669,39.2032741
Emerson Spice Hotel,Zanzibar,Tanzania,"Emerson Spice Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 775 046395,https://www.emersonspice.com/,https://www.openstreetmap.org/node/3226753061,-6.1611953,39.1920774
Forodhani Park Hotel,Zanzibar,Tanzania,"Forodhani Park Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/3585993494,-6.1616085,39.1883547
Emerson on Hurumzi,Zanzibar,Tanzania,"Emerson on Hurumzi is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 242 232784,,https://www.openstreetmap.org/node/3611613497,-6.1610145,39.1910082
Mashariki Palace Hotel,Zanzibar,Tanzania,"Mashariki Palace Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 24 2237232,http://www.masharikipalacehotel.com,https://www.openstreetmap.org/node/3612442944,-6.1606008,39.1906142
The Swahili House,Zanzibar,Tanzania,"The Swahili House is an accommodation option in Zanzibar, Tanzania.","air_conditioning, wheelchair",Not listed,+255 777 510209,http://www.theswahilihouse.com,https://www.openstreetmap.org/node/3615045076,-6.1613974,39.1924825
Pearl of Zanzibar,Zanzibar,Tanzania,"Pearl of Zanzibar is an accommodation option in Zanzibar, Tanzania.",Not listed,3,,,https://www.openstreetmap.org/node/3617131127,-6.1639059,39.1887216
Flamingo,Zanzibar,Tanzania,"Flamingo is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4271794447,-6.1646569,39.1913771
Hiliki House,Zanzibar,Tanzania,"Hiliki House is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4271794448,-6.1659289,39.1897467
Garden lodge,Zanzibar,Tanzania,"Garden lodge is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4271794449,-6.1659171,39.1890348
James,Zanzibar,Tanzania,"James is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 773 603 500,,https://www.openstreetmap.org/node/4273091798,-6.1661271,39.1892799
Hurumzini Apartments,Zanzibar,Tanzania,"Hurumzini Apartments is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4273387689,-6.1612844,39.1912415
Mama Zakia,Zanzibar,Tanzania,"Mama Zakia is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4347035889,-6.1625749,39.1914533
house,Zanzibar,Tanzania,"house is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4349466791,-6.1660505,39.1891389
Funguni Palace Hotel,Zanzibar,Tanzania,"Funguni Palace Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4437239690,-6.1561772,39.1955654
Zenji Boutique,Zanzibar,Tanzania,"Zenji Boutique is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4437555290,-6.1577643,39.1943948
Riverman Hotel,Zanzibar,Tanzania,"Riverman Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255778010407,,https://www.openstreetmap.org/node/4451315491,-6.162616,39.1926122
Freddy Mercury House,Zanzibar,Tanzania,"Freddy Mercury House is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4485277095,-6.1623828,39.1877566
Tausi Palace Hotel,Zanzibar,Tanzania,"Tausi Palace Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4485306689,-6.1637044,39.1882223
Kiponda Annex II,Zanzibar,Tanzania,"Kiponda Annex II is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4486488992,-6.1610378,39.1929392
Golden Tulip,Zanzibar,Tanzania,"Golden Tulip is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/4486492890,-6.1579611,39.19314
Passing Show Hotel Zanzibar,Zanzibar,Tanzania,"Passing Show Hotel Zanzibar is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4486493089,-6.1578986,39.194823
Sea View Hotel,Zanzibar,Tanzania,"Sea View Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4513912552,-6.2016098,39.2065472
Lost and Found Hostel,Zanzibar,Tanzania,"Lost and Found Hostel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/4795302524,-6.1622645,39.1876681
Ten To Ten,Zanzibar,Tanzania,"Ten To Ten is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/5236996322,-6.1621336,39.1881405
Jamal,Zanzibar,Tanzania,"Jamal is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255712077654,,https://www.openstreetmap.org/node/5393811921,-6.1633101,39.191346
Sleep Inn,Zanzibar,Tanzania,"Sleep Inn is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255652380898,,https://www.openstreetmap.org/node/5779004253,-6.1576653,39.1943002
Market Backpackers,Zanzibar,Tanzania,"Market Backpackers is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/5791978453,-6.1624106,39.1932825
Stone Town Palace,Zanzibar,Tanzania,"Stone Town Palace is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/5875783185,-6.1613649,39.1912031
The Seyyida Hotel,Zanzibar,Tanzania,"The Seyyida Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5882076607,-6.1600673,39.1912381
Seyyida Hotel and Spa,Zanzibar,Tanzania,"Seyyida Hotel and Spa is an accommodation option in Zanzibar, Tanzania.",wheelchair,Not listed,,https://theseyyida-zanzibar.com,https://www.openstreetmap.org/node/5885098459,-6.1600604,39.1912085
Al Johari فندق الجوهري,Zanzibar,Tanzania,"Al Johari فندق الجوهري is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5888440998,-6.163998,39.1870167
Al-Minar,Zanzibar,Tanzania,"second row of buildings, accessible by foot",Not listed,Not listed,+255242230457,https://alminarhotel.com/,https://www.openstreetmap.org/node/5928864364,-6.1632218,39.1867087
Amiras,Zanzibar,Tanzania,"Amiras is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6200493685,-6.2070976,39.2132626
Beyt Al Salaam,Zanzibar,Tanzania,"Beyt Al Salaam is an accommodation option in Zanzibar, Tanzania.",internet_access,4,+255 773 000 086,https://beytalsalaam.com/,https://www.openstreetmap.org/node/6357925217,-6.1633903,39.186462
Bottoms Up,Zanzibar,Tanzania,"Bottoms Up is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6589443385,-6.1612512,39.1907768
Amani residential Hotel,Zanzibar,Tanzania,"Amani residential Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6761454415,-6.1675324,39.2229054
resteurant,Zanzibar,Tanzania,"resteurant is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6771563315,-6.1607962,39.2179728
Mama Ntilie,Zanzibar,Tanzania,"Mama Ntilie is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6777285982,-6.1632436,39.2145181
Maruhubi Beach Villas,Zanzibar,Tanzania,"Maruhubi Beach Villas is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6779016833,-6.1391419,39.2121789
BARASTE LODGE,Zanzibar,Tanzania,"BARASTE LODGE is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6779051030,-6.1626229,39.1993146
Island Paradise,Zanzibar,Tanzania,"Island Paradise is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6787670750,-6.1610398,39.19911
Golf Hotel,Zanzibar,Tanzania,"Golf Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6787714858,-6.1725193,39.1967686
Dreams Hotel,Zanzibar,Tanzania,"Dreams Hotel is an accommodation option in Zanzibar, Tanzania.","air_conditioning, bar, internet_access",Not listed,,,https://www.openstreetmap.org/node/6788025619,-6.1620842,39.1987396
Home,Zanzibar,Tanzania,"Home is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/6874921085,-6.2252965,39.2352956
Marabuh villas beach,Zanzibar,Tanzania,"Marabuh villas beach is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7101577385,-6.1380705,39.2108572
Marubuhi beach villa,Zanzibar,Tanzania,"Marubuhi beach villa is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7108530285,-6.1380323,39.2111024
TAUSI PLACE HOTEL,Zanzibar,Tanzania,"TAUSI PLACE HOTEL is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/7129184186,-6.1633827,39.1885095
Jafferji House & Spa,Zanzibar,Tanzania,"Jafferji House & Spa is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8044415986,-6.1620894,39.1890911
Kahawa sun set view,Zanzibar,Tanzania,The Kahawa sun set view hotel accomedition,Not listed,Not listed,,,https://www.openstreetmap.org/node/8078061920,-6.1579104,39.1931734
DAFU,Zanzibar,Tanzania,"DAFU is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8206751017,-6.1649088,39.1878952
Abla Hotel,Zanzibar,Tanzania,"Abla Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8277226817,-6.1227066,39.2140738
Stoun Stoun View inn,Zanzibar,Tanzania,"Stoun Stoun View inn is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/8364875518,-6.1576391,39.1942289
Spice Palace,Zanzibar,Tanzania,"Spice Palace is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/9173799102,-6.1632466,39.1895803
Tembo B & B Apartments,Zanzibar,Tanzania,"Tembo B & B Apartments is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/9173804580,-6.1628973,39.1867199
Golden Tulip Zanzibar Airport,Zanzibar,Tanzania,"Golden Tulip Zanzibar Airport is an accommodation option in Zanzibar, Tanzania.","air_conditioning, internet_access",4,+255 777 600060,https://zanzibar-airport.goldentulip.com/en-us/,https://www.openstreetmap.org/node/9283740293,-6.2157429,39.2207753
Masala Living,Zanzibar,Tanzania,"Masala Living is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 683 078 727,,https://www.openstreetmap.org/node/9346961917,-6.1627418,39.1924101
SULTAN BACKPACKERS,Zanzibar,Tanzania,"SULTAN BACKPACKERS is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/9396526873,-6.1642573,39.1916222
All Season Hotel,Zanzibar,Tanzania,"All Season Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/10125821217,-6.1588552,39.1936067
Golden Palm Boutique Hotel,Zanzibar,Tanzania,"Golden Palm Boutique Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 772 900 888,https://www.goldenpalmzanzibar.com/,https://www.openstreetmap.org/node/10284122650,-6.224068,39.2069904
Dreamer‘s Island,Zanzibar,Tanzania,"Dreamer‘s Island is an accommodation option in Zanzibar, Tanzania.","bar, wheelchair",Not listed,,https://www.itraveltanzania.com/dreamers-island,https://www.openstreetmap.org/node/10727133995,-6.165413,39.18554
Marumaru hotel,Zanzibar,Tanzania,"Marumaru hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/10873948805,-6.165651,39.1921454
Zava house,Zanzibar,Tanzania,"Zava house is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/node/11280714869,-6.1646882,39.1891845
Shivo Guesthouse,Zanzibar,Tanzania,"Shivo Guesthouse is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 74 6706128,,https://www.openstreetmap.org/node/11982514272,-6.2197966,39.2164479
The Neela,Zanzibar,Tanzania,"The Neela is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 777 603 559,https://neelacollection.com,https://www.openstreetmap.org/node/12129334345,-6.1625458,39.1873141
Kholle House,Zanzibar,Tanzania,"Kholle House is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 77 2161033,https://khollehouse.com/,https://www.openstreetmap.org/node/12587724670,-6.1585042,39.1928031
Mizingani Seafront Hotel,Zanzibar,Tanzania,"Mizingani Seafront Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/12959037101,-6.1590035,39.191524
Madinat Al Bahr Business & Spa Hotel,Zanzibar,Tanzania,"Madinat Al Bahr Business & Spa Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/12959085904,-6.208691,39.2020154
Firefly Zanzibar,Zanzibar,Tanzania,"Firefly Zanzibar is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 714 270 348,https://fireflycollection.co.tz/,https://www.openstreetmap.org/node/13031248281,-6.161864,39.1905064
Zanzibar Coffee House,Zanzibar,Tanzania,"Zanzibar Coffee House is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/13377978301,-6.1616812,39.1921857
Lost And Found,Zanzibar,Tanzania,"Lost And Found is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/node/13468974251,-6.1625958,39.1876759
Shoki Shoki Guest House,Zanzibar,Tanzania,"Shoki Shoki Guest House is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255658179187,https://shokishokiguesthouse.com/,https://www.openstreetmap.org/node/13980437901,-6.1627644,39.189634
Serena Inn,Zanzibar,Tanzania,"Serena Inn is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/way/346871413,-6.1634286,39.1859944
Maru Maru Hotel,Zanzibar,Tanzania,"Maru Maru Hotel is an accommodation option in Zanzibar, Tanzania.","internet_access, wheelchair",Not listed,+255 774007002,https://www.marumaruzanzibar.com/,https://www.openstreetmap.org/way/355438874,-6.1617376,39.1896289
Tembo House Hotel,Zanzibar,Tanzania,"Tembo House Hotel is an accommodation option in Zanzibar, Tanzania.","air_conditioning, internet_access",Not listed,+255 242 233005,https://tembohotel.com/,https://www.openstreetmap.org/way/355715281,-6.1618885,39.1871838
Africa House Hotel,Zanzibar,Tanzania,"Africa House Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 24 2233127,http://www.africahousehotel.co.tz,https://www.openstreetmap.org/way/355717471,-6.1643943,39.187199
Maszons Hotel,Zanzibar,Tanzania,"Maszons Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/way/355733299,-6.1634734,39.1875548
Park Hyatt Zanzibar,Zanzibar,Tanzania,"5 star hotel in Zanzibar, Tanzania.","air_conditioning, bar, internet_access, wheelchair",5,+255 245 501234,https://www.hyatt.com/park-hyatt/en-US/znzph-park-hyatt-zanzibar,https://www.openstreetmap.org/way/355775330,-6.1624582,39.1860421
Abuso Inn,Zanzibar,Tanzania,"Abuso Inn is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 24 2235886,http://www.abusoinn.com,https://www.openstreetmap.org/way/355803092,-6.1622621,39.1871833
Sealand Hotel,Zanzibar,Tanzania,"Sealand Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,0772-282020,,https://www.openstreetmap.org/way/378275471,-6.1567466,39.1955149
Princess Salme Inn,Zanzibar,Tanzania,"Princess Salme Inn is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255777435303,https://www.princesssalmeinn.com/,https://www.openstreetmap.org/way/378282291,-6.1566968,39.1946634
Malindi Boutique Hotel,Zanzibar,Tanzania,"Malindi Boutique Hotel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,+255 773 340 470,,https://www.openstreetmap.org/way/378282435,-6.1561714,39.1953612
Pyramid Hotel,Zanzibar,Tanzania,"Pyramid Hotel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/way/378345554,-6.1596005,39.1931129
Ramaysa hostel,Zanzibar,Tanzania,"Ramaysa hostel is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,,,https://www.openstreetmap.org/way/628518152,-6.1984364,39.3136981
Chumbe Island Coral Park,Zanzibar,Tanzania,"Chumbe Island Coral Park is an accommodation option in Zanzibar, Tanzania.",Not listed,Not listed,+255 (0) 777 413 232,https://chumbeisland.com/,https://www.openstreetmap.org/way/745313825,-6.2805927,39.1767904
Bodi gadi hostel,Zanzibar,Tanzania,"Bodi gadi hostel is an accommodation option in Zanzibar, Tanzania.",internet_access,Not listed,,,https://www.openstreetmap.org/way/843390423,-6.1967733,39.3022708
